Year,Month,Date,date,GHI,ID,Station,Province,Tower,Code,Long (X),Lat. (Y),Altitude,WV_AOT(675_nm),WV_AOT(440_nm),AOT(675_nm),AOT(440_nm),PW(cm),Pre(mbars),O3(cm),N(cm),Temp_(K)
2020,Oct.,14,287,626.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.09,0.13,4.17,960.57,2.62,0.001754,272.99
2020,Oct.,15,288,320.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.03,0.05,4.51,956.97,2.60,0.001035,272.99
2020,Oct.,16,289,469.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.04,0.06,3.85,956.93,2.60,0.001035,272.99
2020,Oct.,17,290,567.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.05,0.07,3.91,956.71,2.60,0.001035,272.99
2020,Oct.,18,291,626.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.10,0.19,1.87,956.41,2.60,0.001035,272.99
2020,Oct.,19,292,593.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.11,0.23,1.69,955.57,2.60,0.001035,272.99
2020,Oct.,20,293,588.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.10,0.21,1.84,955.65,2.60,0.001035,272.99
2020,Oct.,21,294,602.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.11,0.23,1.38,955.67,2.60,0.001035,272.99
2020,Oct.,22,295,655.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.09,0.18,2.25,955.71,2.60,0.001035,272.99
2020,Oct.,23,296,569.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.11,0.23,2.49,955.73,2.60,0.001035,272.99
2020,Oct.,24,297,314.30,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.09,0.19,2.36,955.78,2.60,0.001035,272.99
2020,Oct.,25,298,386.10,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.13,0.27,2.24,955.78,2.60,0.001035,272.99
2020,Oct.,26,299,610.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.18,0.38,2.43,955.83,2.60,0.001035,272.99
2020,Oct.,27,300,588.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.16,0.35,1.98,955.84,2.60,0.001035,272.99
2020,Oct.,28,301,381.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.12,0.26,1.78,955.98,2.60,0.001036,272.99
2020,Oct.,29,302,581.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.07,0.12,2.24,956.01,2.60,0.001036,272.99
2020,Oct.,30,303,647.10,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.07,0.13,2.34,956.01,2.60,0.001036,272.99
2020,Oct.,31,304,640.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.08,0.16,2.26,956.02,2.60,0.001036,272.99
2020,Nov.,1,305,650.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.10,0.22,2.10,956.02,2.60,0.001036,272.99
2020,Nov.,2,306,646.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.26,0.61,2.42,956.03,2.60,0.001036,272.99
2020,Nov.,3,307,405.70,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.23,0.51,2.15,957.39,2.60,0.001036,272.99
2020,Nov.,4,308,420.30,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.22,0.50,1.63,957.35,2.60,0.001036,272.99
2020,Nov.,5,309,306.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.20,0.34,1.74,957.31,2.60,0.001036,272.99
2020,Nov.,6,310,617.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.24,0.51,1.96,957.17,2.60,0.001036,272.99
2020,Nov.,7,311,614.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.20,0.42,1.97,956.49,2.60,0.001036,272.99
2020,Nov.,8,312,551.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.19,0.41,1.78,956.18,2.60,0.001036,272.99
2020,Nov.,9,313,584.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.55,1.28,1.49,957.61,2.60,0.001036,272.99
2020,Nov.,10,314,521.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.10,0.21,1.82,957.44,2.60,0.001036,272.99
2020,Nov.,11,315,478.30,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.23,0.48,2.47,957.00,2.60,0.001036,272.99
2020,Nov.,12,316,412.80,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.25,0.48,1.98,956.06,2.60,0.001036,272.99
2020,Nov.,13,317,520.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.29,0.67,2.29,956.06,2.60,0.001036,272.99
2020,Nov.,14,318,620.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.17,0.28,2.53,956.07,2.60,0.001036,272.99
2020,Nov.,15,319,497.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.19,0.34,2.73,956.07,2.60,0.001036,272.99
2020,Nov.,16,320,603.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.13,0.26,2.39,956.09,2.60,0.001036,272.99
2020,Nov.,17,321,573.10,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.16,0.35,2.56,956.19,2.60,0.001036,272.99
2020,Nov.,18,322,515.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.16,0.33,2.46,956.19,2.60,0.001036,272.99
2020,Nov.,19,323,497.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.06,0.12,2.20,956.20,2.60,0.001036,272.99
2020,Nov.,20,324,522.80,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.16,0.36,1.90,957.47,2.60,0.001036,272.99
2020,Nov.,21,325,566.10,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.15,0.29,2.00,957.44,2.60,0.001036,272.99
2020,Nov.,22,326,286.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.13,0.27,1.75,956.45,2.60,0.001036,272.99
2020,Nov.,23,327,291.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.15,0.32,1.68,956.40,2.60,0.001036,272.99
2020,Nov.,24,328,229.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.27,0.53,1.95,956.35,2.60,0.001036,272.99
2020,Nov.,25,329,172.10,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.25,0.55,1.80,956.30,2.60,0.001036,272.99
2020,Nov.,26,330,369.80,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.21,0.45,1.89,956.10,2.60,0.001036,272.99
2020,Nov.,27,331,445.80,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.15,0.34,1.50,960.60,2.58,0.001525,272.99
2020,Nov.,28,332,461.70,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.08,0.19,2.05,960.56,2.58,0.001525,272.99
2020,Nov.,29,333,509.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.13,0.29,2.14,960.53,2.58,0.001525,272.99
2020,Nov.,30,334,510.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.12,0.27,2.35,960.29,2.59,0.001596,272.99
2020,Dec.,1,335,581.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.13,0.29,2.45,960.06,2.59,0.001597,272.99
2020,Dec.,2,336,436.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.08,0.15,2.47,959.88,2.59,0.001597,272.99
2020,Dec.,3,337,265.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.14,0.29,1.94,959.84,2.59,0.001597,272.99
2020,Dec.,4,338,629.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.09,0.17,1.78,959.61,2.59,0.001597,272.99
2020,Dec.,5,339,587.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.16,0.34,2.17,959.34,2.59,0.001597,272.99
2020,Dec.,6,340,447.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.12,0.24,2.04,959.25,2.59,0.001598,272.99
2020,Dec.,7,341,293.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.14,0.30,2.06,959.31,2.59,0.001611,272.99
2020,Dec.,8,342,424.80,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.29,0.61,2.38,959.08,2.59,0.001611,272.99
2020,Dec.,9,343,630.10,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.20,0.38,1.84,959.02,2.59,0.001611,272.99
2020,Dec.,10,344,627.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.24,0.43,2.25,958.91,2.59,0.001611,272.99
2020,Dec.,11,345,597.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.21,0.42,2.08,958.38,2.59,0.001612,272.99
2020,Dec.,12,346,579.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.31,0.61,2.57,958.33,2.59,0.001612,272.99
2020,Dec.,13,347,539.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.38,0.72,2.81,958.27,2.59,0.001612,272.99
2020,Dec.,14,348,383.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.14,0.26,2.28,958.15,2.59,0.001612,272.99
2020,Dec.,15,349,539.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.15,0.27,2.03,958.04,2.59,0.001612,272.99
2020,Dec.,16,350,444.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.08,0.17,2.21,957.22,2.60,0.001640,272.99
2020,Dec.,17,351,339.30,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.12,0.23,2.14,956.78,2.60,0.001641,272.99
2020,Dec.,18,352,382.70,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.21,0.41,2.22,956.81,2.60,0.001641,272.99
2020,Dec.,19,353,346.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.24,0.49,2.58,958.60,2.60,0.001682,272.99
2020,Dec.,20,354,263.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.25,0.50,2.46,958.50,2.60,0.001682,272.99
2020,Dec.,21,355,127.50,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.30,0.60,3.10,958.46,2.60,0.001682,272.99
2020,Dec.,22,356,337.00,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.40,0.78,3.43,958.18,2.61,0.001683,272.99
2020,Dec.,23,357,519.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.31,0.60,3.23,961.61,2.61,0.001694,272.99
2020,Dec.,24,358,569.90,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.28,0.54,2.97,961.43,2.61,0.001695,272.99
2020,Dec.,25,359,275.20,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.16,0.32,2.38,961.14,2.61,0.001696,272.99
2020,Dec.,26,360,355.70,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.04,0.07,3.39,961.09,2.61,0.001696,272.99
2020,Dec.,27,361,302.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.13,0.25,3.56,961.04,2.61,0.001696,272.99
2020,Dec.,28,362,201.60,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.12,0.23,2.42,960.92,2.61,0.001697,272.99
2020,Dec.,29,363,396.80,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.24,0.44,2.92,961.05,2.61,0.001709,272.99
2020,Dec.,30,364,387.30,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.21,0.38,2.95,958.30,2.61,0.001711,272.99
2020,Dec.,31,365,402.40,MZ25,MZ25_Massangulo_2,Niassa,TDM,TDM,35.44,-13.91,60.00,0.67,0.44,0.21,0.40,2.63,958.13,2.61,0.001711,272.99
